slice_file_name,class,fold,classID
Angr(29).wav,Angry,1,0
Angr(290).wav,Angry,1,0
Angr(291).wav,Angry,1,0
Angr(292).wav,Angry,1,0
Angr(293).wav,Angry,1,0
Angr(294).wav,Angry,1,0
Angr(295).wav,Angry,1,0
Angr(296).wav,Angry,1,0
Angr(297).wav,Angry,1,0
Angr(298).wav,Angry,1,0
Angr(299).wav,Angry,1,0
Angr(3).wav,Angry,1,0
Angr(30).wav,Angry,1,0
Angr(300).wav,Angry,1,0
Angr(301).wav,Angry,1,0
Angr(302).wav,Angry,1,0
Angr(303).wav,Angry,1,0
Angr(304).wav,Angry,1,0
Angr(305).wav,Angry,1,0
Angr(306).wav,Angry,1,0
Angr(307).wav,Angry,1,0
Angr(308).wav,Angry,1,0
Angr(309).wav,Angry,1,0
Angr(31).wav,Angry,1,0
Angr(310).wav,Angry,1,0
Angr(311).wav,Angry,1,0
Angr(312).wav,Angry,1,0
Angr(313).wav,Angry,1,0
Angr(314).wav,Angry,1,0
Angr(315).wav,Angry,1,0
Angr(316).wav,Angry,1,0
Angr(317).wav,Angry,1,0
Angr(318).wav,Angry,1,0
Angr(319).wav,Angry,1,0
Angr(32).wav,Angry,1,0
Angr(320).wav,Angry,1,0
Angr(321).wav,Angry,1,0
Angr(322).wav,Angry,1,0
Angr(323).wav,Angry,1,0
Angr(324).wav,Angry,1,0
Angr(325).wav,Angry,1,0
Angr(326).wav,Angry,1,0
Angr(327).wav,Angry,1,0
Angr(328).wav,Angry,1,0
Angr(329).wav,Angry,1,0
Angr(33).wav,Angry,1,0
Angr(330).wav,Angry,1,0
Angr(331).wav,Angry,1,0
Angr(332).wav,Angry,1,0
Angr(333).wav,Angry,1,0
Angr(334).wav,Angry,1,0
Angr(335).wav,Angry,1,0
Angr(336).wav,Angry,1,0
Angr(337).wav,Angry,1,0
Angr(338).wav,Angry,1,0
Angr(339).wav,Angry,1,0
Angr(34).wav,Angry,1,0
Angr(340).wav,Angry,1,0
Angr(341).wav,Angry,1,0
Angr(342).wav,Angry,1,0
Angr(343).wav,Angry,1,0
Angr(344).wav,Angry,1,0
Angr(345).wav,Angry,1,0
Angr(346).wav,Angry,1,0
Angr(347).wav,Angry,1,0
Angr(348).wav,Angry,1,0
Angr(349).wav,Angry,1,0
Angr(35).wav,Angry,1,0
Angr(350).wav,Angry,1,0
Angr(351).wav,Angry,1,0
Angr(352).wav,Angry,1,0
Angr(353).wav,Angry,1,0
Angr(354).wav,Angry,1,0
Angr(355).wav,Angry,1,0
Angr(356).wav,Angry,1,0
Angr(357).wav,Angry,1,0
Angr(358).wav,Angry,1,0
Angr(359).wav,Angry,1,0
Angr(36).wav,Angry,1,0
Angr(360).wav,Angry,1,0
Angr(361).wav,Angry,1,0
Angr(362).wav,Angry,1,0
Angr(363).wav,Angry,1,0
Angr(364).wav,Angry,1,0
Angr(365).wav,Angry,1,0
Angr(366).wav,Angry,1,0
Angr(367).wav,Angry,1,0
Angr(368).wav,Angry,1,0
Angr(369).wav,Angry,1,0
Angr(37).wav,Angry,1,0
Angr(370).wav,Angry,1,0
Angr(371).wav,Angry,1,0
Angr(372).wav,Angry,1,0
Angr(373).wav,Angry,1,0
Angr(374).wav,Angry,1,0
Angr(375).wav,Angry,1,0
Angr(376).wav,Angry,1,0
Angr(377).wav,Angry,1,0
Angr(378).wav,Angry,1,0
Angr(379).wav,Angry,1,0
Angr(38).wav,Angry,1,0
Angr(380).wav,Angry,1,0
Angr(381).wav,Angry,1,0
Angr(382).wav,Angry,1,0
Angr(383).wav,Angry,1,0
Angr(384).wav,Angry,1,0
Angr(385).wav,Angry,1,0
Angr(386).wav,Angry,1,0
Angr(387).wav,Angry,1,0
Angr(388).wav,Angry,1,0
Angr(389).wav,Angry,1,0
Angr(39).wav,Angry,1,0
Angr(390).wav,Angry,1,0
Angr(391).wav,Angry,1,0
Angr(392).wav,Angry,1,0
Angr(393).wav,Angry,1,0
Angr(394).wav,Angry,1,0
Angr(395).wav,Angry,1,0
Angr(396).wav,Angry,1,0
Angr(397).wav,Angry,1,0
Angr(398).wav,Angry,1,0
Angr(399).wav,Angry,1,0
Angr(4).wav,Angry,1,0
Angr(40).wav,Angry,1,0
Angr(400).wav,Angry,1,0
Angr(401).wav,Angry,1,0
Angr(402).wav,Angry,1,0
Angr(403).wav,Angry,1,0
Angr(404).wav,Angry,1,0
Angr(405).wav,Angry,1,0
Angr(406).wav,Angry,1,0
Angr(407).wav,Angry,1,0
Angr(408).wav,Angry,1,0
Angr(409).wav,Angry,1,0
Angr(41).wav,Angry,1,0
Angr(410).wav,Angry,1,0
Angr(411).wav,Angry,1,0
Angr(412).wav,Angry,1,0
Angr(413).wav,Angry,1,0
Angr(414).wav,Angry,1,0
Angr(415).wav,Angry,1,0
Angr(416).wav,Angry,1,0
Angr(417).wav,Angry,1,0
Angr(418).wav,Angry,1,0
Angr(419).wav,Angry,1,0
Angr(42).wav,Angry,1,0
Angr(420).wav,Angry,1,0
Angr(421).wav,Angry,1,0
Angr(422).wav,Angry,1,0
Angr(423).wav,Angry,1,0
Angr(424).wav,Angry,1,0
Angr(425).wav,Angry,1,0
Angr(426).wav,Angry,1,0
Angr(427).wav,Angry,1,0
Angr(428).wav,Angry,1,0
Angr(429).wav,Angry,1,0
Angr(43).wav,Angry,1,0
Angr(430).wav,Angry,1,0
Angr(431).wav,Angry,1,0
Angr(432).wav,Angry,1,0
Angr(433).wav,Angry,1,0
Angr(434).wav,Angry,1,0
Angr(435).wav,Angry,1,0
Angr(436).wav,Angry,1,0
Angr(437).wav,Angry,1,0
Angr(438).wav,Angry,1,0
Angr(439).wav,Angry,1,0
Angr(44).wav,Angry,1,0
Angr(440).wav,Angry,1,0
Angr(441).wav,Angry,1,0
Angr(442).wav,Angry,1,0
Angr(443).wav,Angry,1,0
Angr(444).wav,Angry,1,0
Angr(45).wav,Angry,1,0
Angr(46).wav,Angry,1,0
Angr(47).wav,Angry,1,0
Angr(48).wav,Angry,1,0
Angr(49).wav,Angry,1,0
Angr(5).wav,Angry,1,0
Angr(50).wav,Angry,1,0
Angr(51).wav,Angry,1,0
Angr(52).wav,Angry,1,0
Angr(53).wav,Angry,1,0
Angr(54).wav,Angry,1,0
Angr(55).wav,Angry,1,0
Angr(56).wav,Angry,1,0
Angr(57).wav,Angry,1,0
Angr(58).wav,Angry,1,0
Angr(59).wav,Angry,1,0
Angr(6).wav,Angry,1,0
Angr(60).wav,Angry,1,0
Angr(61).wav,Angry,1,0
Angr(62).wav,Angry,1,0
Angr(63).wav,Angry,1,0
Angr(64).wav,Angry,1,0
Angr(65).wav,Angry,1,0
Angr(66).wav,Angry,1,0
Angr(67).wav,Angry,1,0
Angr(68).wav,Angry,1,0
Angr(69).wav,Angry,1,0
Angr(7).wav,Angry,1,0
Angr(70).wav,Angry,1,0
Angr(71).wav,Angry,1,0
Angr(72).wav,Angry,1,0
Angr(73).wav,Angry,1,0
Angr(74).wav,Angry,1,0
Angr(75).wav,Angry,1,0
Angr(76).wav,Angry,1,0
Angr(77).wav,Angry,1,0
Angr(78).wav,Angry,1,0
Angr(79).wav,Angry,1,0
Angr(8).wav,Angry,1,0
Angr(80).wav,Angry,1,0
Angr(81).wav,Angry,1,0
Angr(82).wav,Angry,1,0
Angr(83).wav,Angry,1,0
Angr(84).wav,Angry,1,0
Angr(85).wav,Angry,1,0
Angr(86).wav,Angry,1,0
Angr(87).wav,Angry,1,0
Angr(88).wav,Angry,1,0
Angr(89).wav,Angry,1,0
Angr(9).wav,Angry,1,0
Angr(90).wav,Angry,1,0
Angr(91).wav,Angry,1,0
Angr(92).wav,Angry,1,0
Angr(93).wav,Angry,1,0
Angr(94).wav,Angry,1,0
Angr(95).wav,Angry,1,0
Angr(96).wav,Angry,1,0
Angr(97).wav,Angry,1,0
Angr(98).wav,Angry,1,0
Angr(99).wav,Angry,1,0
Defense(0).wav,Defense,2,1
Defense(1).wav,Defense,2,1
Defense(10).wav,Defense,2,1
Defense(100).wav,Defense,2,1
Defense(101).wav,Defense,2,1
Defense(102).wav,Defense,2,1
Defense(103).wav,Defense,2,1
Defense(104).wav,Defense,2,1
Defense(105).wav,Defense,2,1
Defense(106).wav,Defense,2,1
Defense(107).wav,Defense,2,1
Defense(108).wav,Defense,2,1
Defense(109).wav,Defense,2,1
Defense(11).wav,Defense,2,1
Defense(110).wav,Defense,2,1
Defense(111).wav,Defense,2,1
Defense(112).wav,Defense,2,1
Defense(113).wav,Defense,2,1
Defense(114).wav,Defense,2,1
Defense(115).wav,Defense,2,1
Defense(116).wav,Defense,2,1
Defense(117).wav,Defense,2,1
Defense(118).wav,Defense,2,1
Defense(119).wav,Defense,2,1
Defense(12).wav,Defense,2,1
Defense(120).wav,Defense,2,1
Defense(121).wav,Defense,2,1
Defense(122).wav,Defense,2,1
Defense(123).wav,Defense,2,1
Defense(124).wav,Defense,2,1
Defense(125).wav,Defense,2,1
Defense(126).wav,Defense,2,1
Defense(127).wav,Defense,2,1
Defense(128).wav,Defense,2,1
Defense(129).wav,Defense,2,1
Defense(13).wav,Defense,2,1
Defense(130).wav,Defense,2,1
Defense(131).wav,Defense,2,1
Defense(132).wav,Defense,2,1
Defense(133).wav,Defense,2,1
Defense(134).wav,Defense,2,1
Defense(135).wav,Defense,2,1
Defense(136).wav,Defense,2,1
Defense(137).wav,Defense,2,1
Defense(138).wav,Defense,2,1
Defense(139).wav,Defense,2,1
Defense(14).wav,Defense,2,1
Defense(140).wav,Defense,2,1
Defense(141).wav,Defense,2,1
Defense(142).wav,Defense,2,1
Defense(143).wav,Defense,2,1
Defense(144).wav,Defense,2,1
Defense(145).wav,Defense,2,1
Defense(146).wav,Defense,2,1
Defense(147).wav,Defense,2,1
Defense(148).wav,Defense,2,1
Defense(149).wav,Defense,2,1
Defense(15).wav,Defense,2,1
Defense(150).wav,Defense,2,1
Defense(151).wav,Defense,2,1
Defense(152).wav,Defense,2,1
Defense(153).wav,Defense,2,1
Defense(154).wav,Defense,2,1
Defense(155).wav,Defense,2,1
Defense(156).wav,Defense,2,1
Defense(157).wav,Defense,2,1
Defense(158).wav,Defense,2,1
Defense(159).wav,Defense,2,1
Defense(16).wav,Defense,2,1
Defense(160).wav,Defense,2,1
Defense(161).wav,Defense,2,1
Defense(162).wav,Defense,2,1
Defense(163).wav,Defense,2,1
Defense(164).wav,Defense,2,1
Defense(165).wav,Defense,2,1
Defense(166).wav,Defense,2,1
Defense(167).wav,Defense,2,1
Defense(168).wav,Defense,2,1
Defense(169).wav,Defense,2,1
Defense(17).wav,Defense,2,1
Defense(170).wav,Defense,2,1
Defense(171).wav,Defense,2,1
Defense(172).wav,Defense,2,1
Defense(173).wav,Defense,2,1
Defense(174).wav,Defense,2,1
Defense(175).wav,Defense,2,1
Defense(176).wav,Defense,2,1
Defense(177).wav,Defense,2,1
Defense(178).wav,Defense,2,1
Defense(179).wav,Defense,2,1
Defense(18).wav,Defense,2,1
Defense(180).wav,Defense,2,1
Defense(181).wav,Defense,2,1
Defense(182).wav,Defense,2,1
Defense(183).wav,Defense,2,1
Defense(184).wav,Defense,2,1
Defense(185).wav,Defense,2,1
Defense(186).wav,Defense,2,1
Defense(187).wav,Defense,2,1
Defense(188).wav,Defense,2,1
Defense(189).wav,Defense,2,1
Defense(19).wav,Defense,2,1
Defense(190).wav,Defense,2,1
Defense(191).wav,Defense,2,1
Defense(192).wav,Defense,2,1
Defense(193).wav,Defense,2,1
Defense(194).wav,Defense,2,1
Defense(195).wav,Defense,2,1
Defense(196).wav,Defense,2,1
Defense(197).wav,Defense,2,1
Defense(198).wav,Defense,2,1
Defense(199).wav,Defense,2,1
Defense(2).wav,Defense,2,1
Defense(20).wav,Defense,2,1
Defense(200).wav,Defense,2,1
Defense(201).wav,Defense,2,1
Defense(202).wav,Defense,2,1
Defense(203).wav,Defense,2,1
Defense(204).wav,Defense,2,1
Defense(205).wav,Defense,2,1
Defense(206).wav,Defense,2,1
Defense(207).wav,Defense,2,1
Defense(208).wav,Defense,2,1
Defense(209).wav,Defense,2,1
Defense(21).wav,Defense,2,1
Defense(210).wav,Defense,2,1
Defense(211).wav,Defense,2,1
Defense(212).wav,Defense,2,1
Defense(213).wav,Defense,2,1
Defense(214).wav,Defense,2,1
Defense(215).wav,Defense,2,1
Defense(216).wav,Defense,2,1
Defense(217).wav,Defense,2,1
Defense(218).wav,Defense,2,1
Defense(219).wav,Defense,2,1
Defense(22).wav,Defense,2,1
Defense(220).wav,Defense,2,1
Defense(221).wav,Defense,2,1
Defense(222).wav,Defense,2,1
Defense(223).wav,Defense,2,1
Defense(224).wav,Defense,2,1
Defense(225).wav,Defense,2,1
Defense(226).wav,Defense,2,1
Defense(227).wav,Defense,2,1
Defense(228).wav,Defense,2,1
Defense(229).wav,Defense,2,1
Defense(23).wav,Defense,2,1
Defense(230).wav,Defense,2,1
Defense(231).wav,Defense,2,1
Defense(232).wav,Defense,2,1
Defense(233).wav,Defense,2,1
Defense(234).wav,Defense,2,1
Defense(235).wav,Defense,2,1
Defense(236).wav,Defense,2,1
Defense(237).wav,Defense,2,1
Defense(238).wav,Defense,2,1
Defense(239).wav,Defense,2,1
Defense(24).wav,Defense,2,1
Defense(240).wav,Defense,2,1
Defense(241).wav,Defense,2,1
Defense(242).wav,Defense,2,1
Defense(243).wav,Defense,2,1
Defense(244).wav,Defense,2,1
Defense(245).wav,Defense,2,1
Defense(246).wav,Defense,2,1
Defense(247).wav,Defense,2,1
Defense(248).wav,Defense,2,1
Defense(249).wav,Defense,2,1
Defense(25).wav,Defense,2,1
Defense(250).wav,Defense,2,1
Defense(251).wav,Defense,2,1
Defense(252).wav,Defense,2,1
Defense(253).wav,Defense,2,1
Defense(254).wav,Defense,2,1
Defense(255).wav,Defense,2,1
Defense(256).wav,Defense,2,1
Defense(257).wav,Defense,2,1
Defense(258).wav,Defense,2,1
Defense(259).wav,Defense,2,1
Defense(26).wav,Defense,2,1
Defense(260).wav,Defense,2,1
Defense(261).wav,Defense,2,1
Defense(262).wav,Defense,2,1
Defense(263).wav,Defense,2,1
Defense(264).wav,Defense,2,1
Defense(265).wav,Defense,2,1
Defense(266).wav,Defense,2,1
Defense(267).wav,Defense,2,1
Defense(268).wav,Defense,2,1
Defense(269).wav,Defense,2,1
Defense(27).wav,Defense,2,1
Defense(270).wav,Defense,2,1
Defense(271).wav,Defense,2,1
Defense(272).wav,Defense,2,1
Defense(273).wav,Defense,2,1
Defense(274).wav,Defense,2,1
Defense(275).wav,Defense,2,1
Defense(276).wav,Defense,2,1
Defense(277).wav,Defense,2,1
Defense(278).wav,Defense,2,1
Defense(279).wav,Defense,2,1
Defense(28).wav,Defense,2,1
Defense(280).wav,Defense,2,1
Defense(281).wav,Defense,2,1
Defense(282).wav,Defense,2,1
Defense(283).wav,Defense,2,1
Defense(284).wav,Defense,2,1
Defense(285).wav,Defense,2,1
Defense(286).wav,Defense,2,1
Defense(287).wav,Defense,2,1
Defense(288).wav,Defense,2,1
Defense(289).wav,Defense,2,1
Defense(29).wav,Defense,2,1
Defense(290).wav,Defense,2,1
Defense(291).wav,Defense,2,1
Defense(292).wav,Defense,2,1
Defense(293).wav,Defense,2,1
Defense(294).wav,Defense,2,1
Defense(295).wav,Defense,2,1
Defense(296).wav,Defense,2,1
Defense(297).wav,Defense,2,1
Defense(298).wav,Defense,2,1
Defense(299).wav,Defense,2,1
Defense(3).wav,Defense,2,1
Defense(30).wav,Defense,2,1
Defense(300).wav,Defense,2,1
Defense(301).wav,Defense,2,1
Defense(302).wav,Defense,2,1
Defense(303).wav,Defense,2,1
Defense(304).wav,Defense,2,1
Defense(305).wav,Defense,2,1
Defense(306).wav,Defense,2,1
Defense(307).wav,Defense,2,1
Defense(308).wav,Defense,2,1
Defense(309).wav,Defense,2,1
Defense(31).wav,Defense,2,1
Defense(310).wav,Defense,2,1
Defense(311).wav,Defense,2,1
Defense(312).wav,Defense,2,1
Defense(313).wav,Defense,2,1
Defense(314).wav,Defense,2,1
Defense(315).wav,Defense,2,1
Defense(316).wav,Defense,2,1
Defense(317).wav,Defense,2,1
Defense(318).wav,Defense,2,1
Defense(319).wav,Defense,2,1
Defense(32).wav,Defense,2,1
Defense(320).wav,Defense,2,1
Defense(321).wav,Defense,2,1
Defense(322).wav,Defense,2,1
Defense(323).wav,Defense,2,1
Defense(324).wav,Defense,2,1
Defense(325).wav,Defense,2,1
Defense(326).wav,Defense,2,1
Defense(327).wav,Defense,2,1
Defense(328).wav,Defense,2,1
Defense(329).wav,Defense,2,1
Defense(33).wav,Defense,2,1
Defense(330).wav,Defense,2,1
Defense(331).wav,Defense,2,1
Defense(332).wav,Defense,2,1
Defense(333).wav,Defense,2,1
Defense(334).wav,Defense,2,1
Defense(335).wav,Defense,2,1
Defense(336).wav,Defense,2,1
Defense(337).wav,Defense,2,1
Defense(338).wav,Defense,2,1
Defense(339).wav,Defense,2,1
Defense(34).wav,Defense,2,1
Defense(340).wav,Defense,2,1
Defense(341).wav,Defense,2,1
Defense(342).wav,Defense,2,1
Defense(343).wav,Defense,2,1
Defense(344).wav,Defense,2,1
Defense(345).wav,Defense,2,1
Defense(346).wav,Defense,2,1
Defense(347).wav,Defense,2,1
Defense(348).wav,Defense,2,1
Defense(349).wav,Defense,2,1
Defense(35).wav,Defense,2,1
Defense(350).wav,Defense,2,1
Defense(351).wav,Defense,2,1
Defense(352).wav,Defense,2,1
Defense(353).wav,Defense,2,1
Defense(354).wav,Defense,2,1
Defense(355).wav,Defense,2,1
Defense(356).wav,Defense,2,1
Defense(357).wav,Defense,2,1
Defense(358).wav,Defense,2,1
Defense(359).wav,Defense,2,1
Defense(36).wav,Defense,2,1
Defense(360).wav,Defense,2,1
Defense(361).wav,Defense,2,1
Defense(362).wav,Defense,2,1
Defense(363).wav,Defense,2,1
Defense(364).wav,Defense,2,1
Defense(365).wav,Defense,2,1
Defense(366).wav,Defense,2,1
Defense(37).wav,Defense,2,1
Defense(38).wav,Defense,2,1
Defense(39).wav,Defense,2,1
Defense(4).wav,Defense,2,1
Defense(40).wav,Defense,2,1
Defense(41).wav,Defense,2,1
Defense(42).wav,Defense,2,1
Defense(43).wav,Defense,2,1
Defense(44).wav,Defense,2,1
Defense(45).wav,Defense,2,1
Defense(46).wav,Defense,2,1
Defense(47).wav,Defense,2,1
Defense(48).wav,Defense,2,1
Defense(49).wav,Defense,2,1
Defense(5).wav,Defense,2,1
Defense(50).wav,Defense,2,1
Defense(51).wav,Defense,2,1
Defense(52).wav,Defense,2,1
Defense(53).wav,Defense,2,1
Defense(54).wav,Defense,2,1
Defense(55).wav,Defense,2,1
Defense(56).wav,Defense,2,1
Defense(57).wav,Defense,2,1
Defense(58).wav,Defense,2,1
Defense(59).wav,Defense,2,1
Defense(6).wav,Defense,2,1
Defense(60).wav,Defense,2,1
Defense(61).wav,Defense,2,1
Defense(62).wav,Defense,2,1
Defense(63).wav,Defense,2,1
Defense(64).wav,Defense,2,1
Defense(65).wav,Defense,2,1
Defense(66).wav,Defense,2,1
Defense(67).wav,Defense,2,1
Defense(68).wav,Defense,2,1
Defense(69).wav,Defense,2,1
Defense(7).wav,Defense,2,1
Defense(70).wav,Defense,2,1
Defense(71).wav,Defense,2,1
Defense(72).wav,Defense,2,1
Defense(73).wav,Defense,2,1
Defense(74).wav,Defense,2,1
Defense(75).wav,Defense,2,1
Defense(76).wav,Defense,2,1
Defense(77).wav,Defense,2,1
Defense(78).wav,Defense,2,1
Defense(79).wav,Defense,2,1
Defense(8).wav,Defense,2,1
Defense(80).wav,Defense,2,1
Defense(81).wav,Defense,2,1
Defense(82).wav,Defense,2,1
Defense(83).wav,Defense,2,1
Defense(84).wav,Defense,2,1
Defense(85).wav,Defense,2,1
Defense(86).wav,Defense,2,1
Defense(87).wav,Defense,2,1
Defense(88).wav,Defense,2,1
Defense(89).wav,Defense,2,1
Defense(9).wav,Defense,2,1
Defense(90).wav,Defense,2,1
Defense(91).wav,Defense,2,1
Defense(92).wav,Defense,2,1
Defense(93).wav,Defense,2,1
Defense(94).wav,Defense,2,1
Defense(95).wav,Defense,2,1
Defense(96).wav,Defense,2,1
Defense(97).wav,Defense,2,1
Defense(98).wav,Defense,2,1
Defense(99).wav,Defense,2,1
Fight(0).wav,Fighting,3,2
Fight(1).wav,Fighting,3,2
Fight(10).wav,Fighting,3,2
Fight(100).wav,Fighting,3,2
Fight(101).wav,Fighting,3,2
Fight(102).wav,Fighting,3,2
Fight(103).wav,Fighting,3,2
Fight(104).wav,Fighting,3,2
Fight(105).wav,Fighting,3,2
